,Link,Dealer/private,Price_kr,Model_year,First_registration,Mileage_km,Range_km,BatteryCapacity_kWh,Horsepower,Acceleration_sec,Color,AWD/RWD
6721,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6123925,True,307700,2023,7/2023,10000,531,76.6,204,8.5,Hvid,False
6795,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6046603,True,309900,2022,7/2022,15000,514,77.0,204,8.5,Sortmetal,False
6811,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6147456,True,359800,2022,4/2022,19000,476,76.6,299,6.2,Hvid,True
6823,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6134638,True,309900,2023,4/2023,23000,517,77.0,204,8.5,Sølvmetal,False
6903,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6154703,True,369000,2023,6/2023,9000,496,76.6,299,6.2,Hvidmetal,True
6910,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6153088,True,319900,2023,6/2023,20000,531,76.6,204,8.5,Sortmetal,False
6920,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6138640,True,339900,2021,5/2021,8500,517,76.6,204,8.5,Gråmetal,False
6989,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6153607,True,284900,2022,12/2022,14000,514,76.6,204,8.5,Blåmetal,False
7016,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6135339,True,419900,2023,6/2023,15000,496,76.6,299,6.2,Grå,True
7019,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6134413,True,314780,2022,9/2021,22000,506,76.6,204,8.5,Blåmetal,False
7023,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6141987,True,319900,2023,3/2023,10000,531,76.6,204,8.5,Sortmetal,False
7048,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6087967,True,349800,2022,10/2022,14000,476,76.6,299,6.2,Sortmetal,True
7050,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6152371,True,349900,2021,8/2021,22000,479,76.6,299,6.2,Sølvmetal,True
7051,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6153251,True,349900,2023,6/2023,20000,496,76.6,299,6.2,Sølvmetal,True
7067,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6067209,True,214900,2021,11/2021,21000,343,52.0,148,10.9,Grå,False
7070,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6150225,True,249700,2022,3/2022,12000,343,52.0,148,10.9,Grå,False
7093,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6144983,True,344900,2023,6/2023,19000,531,76.6,204,8.5,Hvid,False
7095,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6120062,True,324700,2023,6/2023,12000,531,76.6,204,8.5,Blåmetal,False
7115,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6139118,True,319900,2023,2/2023,14300,531,76.6,204,8.5,Sort,False
7156,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-active-5d/6156756,True,299900,2023,4/2023,20000,531,77.0,174,10.4,Sortmetal,False
7169,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6148221,True,249900,2021,8/2021,15000,330,52.0,170,9.0,Grå,False
7183,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6153554,True,359900,2022,8/2021,17000,514,76.6,204,8.5,Koksmetal,False
7197,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6125183,True,307700,2023,6/2023,15000,531,76.6,204,8.5,Blåmetal,False
7240,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6140039,True,329900,2021,4/2021,10528,509,77.0,204,8.5,Hvid,False
7292,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6059400,True,355000,2023,2/2023,10000,506,77.0,204,8.5,Sortmetal,False
7316,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6006600,True,289900,2021,12/2020,20000,490,77.0,204,8.5,Gråmetal,False
7325,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6154059,True,289900,2023,6/2023,10000,531,77.0,174,10.4,Hvidmetal,False
7328,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6098925,True,359800,2023,3/2023,10000,496,76.6,299,6.2,Gråmetal,True
7335,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6123144,True,322500,2023,2/2023,12000,531,76.6,204,8.5,Rødmetal,False
7348,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6130332,True,314700,2023,7/2023,9000,531,76.6,204,8.5,Sortmetal,False
7399,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6130606,True,254000,2022,5/2022,11000,344,52.0,170,9.0,Sortmetal,False
7423,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6145468,True,339900,2023,2/2023,18000,531,76.6,204,8.5,Blåmetal,False
7426,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6139428,True,289900,2023,12/2022,22000,531,76.6,204,8.5,Sort,False
7429,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-active-5d/6062562,True,329900,2023,5/2023,15000,531,77.0,204,8.5,Blåmetal,False
7493,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6153605,True,329700,2023,6/2023,9000,531,76.6,204,8.5,Rødmetal,False
7498,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6048153,True,299700,2021,10/2021,15000,490,77.0,204,8.5,Gråmetal,False
7522,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/5724595,True,399800,2023,4/2023,14000,496,77.0,299,6.2,Hvidmetal,True
7599,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6061658,True,219900,2022,12/2021,23000,343,52.0,148,10.9,Grå,False
7633,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-plus-5d/6132275,True,307700,2023,6/2023,11000,531,76.6,204,8.5,Sølvmetal,False
7635,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6138554,True,302900,2023,11/2022,20000,531,76.6,204,8.5,Grå,False
7641,https://www.bilbasen.dk/brugt/bil/vw/id4/business-performance-5d/6147621,True,299700,2021,7/2021,22000,516,76.6,204,8.5,Gråmetal,False
7664,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6090707,True,334900,2023,3/2023,12000,531,76.6,204,8.5,Blåmetal,False
7674,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6148720,True,304700,2023,6/2023,12000,531,76.6,204,8.5,Sølvmetal,False
7706,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6090878,True,339900,2021,9/2021,18000,479,76.6,299,6.2,Hvidmetal,True
7732,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6070965,True,319900,2021,12/2020,12000,490,77.0,204,8.5,Blåmetal,False
7747,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6157292,True,349800,2023,2/2023,15000,496,76.6,299,6.2,Sortmetal,True
7760,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6126821,True,319900,2023,1/2023,12000,507,77.0,174,10.4,Hvidmetal,False
7804,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6155516,True,309800,2023,2/2023,10000,531,76.6,204,8.5,Hvid,False
7807,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6151053,True,239900,2022,3/2022,17000,345,52.0,148,10.9,Rødmetal,False
7815,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-city-5d/6148664,True,234900,2022,8/2021,10000,343,52.0,148,10.9,Hvidmetal,False
7821,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6052656,True,349900,2022,11/2021,23000,490,77.0,204,8.5,Gråmetal,False
7836,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6032174,True,319800,2023,10/2022,14000,482,77.0,204,8.5,Sortmetal,False
7846,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6138531,True,304900,2023,4/2023,19000,517,77.0,204,8.5,Grå,False
7884,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6150804,True,239700,2022,2/2022,23000,343,52.0,148,10.9,Grå,False
7907,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6140544,True,344800,2023,6/2023,23000,531,76.6,204,8.5,Hvid,False
7931,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/5881494,True,379900,2022,12/2021,17000,476,77.0,299,6.2,Lysblåmetal,True
7943,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-active-5d/6063951,True,329900,2023,4/2023,19000,531,77.0,204,8.5,Hvidmetal,False
7946,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6148118,True,319900,2023,5/2023,20000,531,76.6,204,8.5,Hvidmetal,False
7949,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6152907,True,239800,2022,11/2021,20000,343,52.0,170,9.0,Grå,False
7956,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6085029,True,324900,2023,10/2022,17000,531,77.0,204,8.5,Sølvmetal,False
8001,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6001176,True,449700,2023,4/2023,18000,496,77.0,299,6.2,Sortmetal,True
8055,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6026778,True,289990,2021,12/2020,13500,500,77.0,204,8.5,Koksmetal,False
8060,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6139551,True,314999,2022,8/2022,14300,476,76.6,299,6.2,Sølvmetal,True
8061,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6157413,True,319900,2022,8/2022,22500,514,76.6,204,8.5,Hvidmetal,False
8119,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6139373,True,279900,2022,3/2022,23000,514,76.6,204,8.5,Sortmetal,False
8149,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6039415,True,335000,2022,10/2021,19000,514,77.0,204,8.5,Blåmetal,False
8157,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6156512,True,299900,2023,12/2022,20000,531,76.6,204,8.5,Sortmetal,False
8164,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6151055,True,239000,2022,3/2022,20000,333,55.0,148,10.9,Blåmetal,False
8168,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6145799,True,234900,2022,2/2022,16000,345,52.0,148,10.9,Grå,False
8183,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6154298,True,284900,2023,12/2022,19000,531,76.6,204,8.5,Grå,False
8234,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6153038,True,319900,2023,6/2023,9700,531,76.6,204,8.5,Sortmetal,False
8259,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/5908411,True,469900,2023,11/2023,10000,496,77.0,299,6.2,Blåmetal,True
8287,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6122792,True,324700,2023,6/2023,12000,531,76.6,204,8.5,Blåmetal,False
8317,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-max-5d/6130514,True,329800,2021,12/2020,14000,490,77.0,204,8.5,Gråmetal,False
8345,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6152092,True,299999,2021,7/2021,17500,479,76.6,299,6.2,Rød,True
8351,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6140068,True,339800,2021,6/2021,21000,506,76.6,204,8.5,Hvidmetal,False
8353,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6156858,True,219800,2022,1/2022,12000,343,52.0,148,10.9,Grå,False
8364,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-active-5d/6046602,True,339900,2023,5/2023,9000,531,77.0,204,8.5,Blåmetal,False
8445,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6123617,True,284900,2021,4/2021,14000,490,76.6,204,8.5,Hvidmetal,False
8446,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6150307,True,349700,2023,3/2023,19000,496,76.6,299,6.2,Hvid,True
8456,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6139160,True,309990,2023,3/2023,15800,531,76.6,204,8.5,Sort,False
8466,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6021740,True,309800,2022,2/2022,21000,514,77.0,204,8.5,Rødmetal,False
8468,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-5d/6072269,True,279900,2022,12/2021,23000,518,77.0,204,8.5,Hvid,False
8477,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6138361,True,304900,2023,1/2023,13500,517,77.0,204,8.5,Grå,False
8495,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6101534,True,299900,2021,7/2021,11500,517,76.6,204,8.5,Grå,False
8537,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6137369,True,278800,2022,10/2022,17000,411,77.0,174,10.4,Hvidmetal,False
8581,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/5978679,True,369900,2022,12/2022,9000,531,82.0,174,10.4,Blåmetal,False
8584,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-city-5d/6130502,True,239900,2022,1/2022,19000,332,52.0,148,10.9,Gråmetal,False
8611,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6144588,True,229800,2022,1/2022,22000,343,52.0,148,10.9,Hvid,False
8617,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6148116,True,319900,2023,12/2022,15000,531,76.6,204,8.5,Sølvmetal,False
8623,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/5978619,True,399900,2023,11/2022,12000,517,77.0,204,8.5,Sortmetal,False
8635,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6128155,True,319900,2022,10/2022,9000,514,76.6,204,8.5,Gråmetal,False
8646,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/5798884,True,349900,2022,9/2022,15000,476,77.0,299,6.2,Rødmetal,True
8649,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6155524,True,359800,2023,2/2023,9000,531,76.6,204,8.5,Koksmetal,False
8650,https://www.bilbasen.dk/brugt/bil/vw/id4/family-performance-5d/6049307,True,324900,2022,1/2022,21000,506,77.0,204,8.5,Hvidmetal,False
8652,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6062918,True,234700,2021,11/2021,12000,340,52.0,148,10.9,Hvid,False
8669,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6143565,True,299500,2023,6/2023,9000,531,77.0,174,10.4,Hvid,False
8682,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6156082,True,279900,2021,4/2021,20800,517,76.6,204,8.5,Koksmetal,False
8683,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/5871356,True,349900,2023,11/2022,13000,531,77.0,204,8.5,Hvidmetal,False
8689,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-5d/6027624,True,297700,2021,1/2021,23000,490,77.0,204,8.5,Hvidmetal,False
8733,https://www.bilbasen.dk/brugt/bil/vw/id4/city-pure-performance-5d/5980952,True,224900,2021,8/2021,23000,343,52.0,170,9.0,Grå,False
8744,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6154951,True,399900,2022,11/2022,18000,476,76.6,299,6.2,Hvidmetal,True
8747,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6136091,True,214500,2022,2/2022,19000,343,52.0,148,10.9,Grå,False
8763,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6157540,True,310000,2023,11/2022,15000,531,76.6,204,8.5,Hvidmetal,False
8803,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6079318,True,204700,2021,8/2021,22000,340,52.0,148,10.9,Grå,False
8805,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6069683,True,369000,2023,3/2023,21000,496,77.0,299,6.2,Lysblåmetal,True
8833,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6151009,True,279500,2022,12/2021,14500,514,76.6,204,8.5,Koksmetal,False
8853,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6148915,True,309900,2023,6/2023,11000,531,76.6,204,8.5,Hvid,False
8856,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-business-5d/6100456,True,299800,2021,6/2021,17000,516,77.0,204,8.5,Gråmetal,False
8858,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/6062811,True,234900,2022,10/2021,16500,343,52.0,170,9.0,Grå,False
8861,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6152809,True,354600,2023,3/2023,10400,531,76.6,299,6.2,Sort,True
8864,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6150546,True,335000,2023,4/2023,12000,531,76.6,204,8.5,Grå,False
8865,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6128421,True,369900,2023,11/2022,17000,531,76.6,204,8.5,Hvidmetal,False
8905,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6139369,True,309900,2021,1/2022,21000,511,76.6,204,8.5,Hvid,False
8906,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6038967,True,349900,2021,8/2021,17500,479,77.0,299,6.2,Rødmetal,True
8912,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6157463,True,314800,2023,4/2023,14000,531,76.6,204,8.5,Sort,False
8925,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6136340,True,320000,2023,3/2023,11992,531,76.6,204,8.5,Blåmetal,False
8927,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6149388,True,348900,2023,6/2023,18000,496,76.6,299,6.2,Sølvmetal,True
8961,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6012941,True,444900,2023,4/2023,12000,496,77.0,299,6.2,Sortmetal,True
8972,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6122843,True,319900,2023,12/2022,8400,531,76.6,204,8.5,Gråmetal,False
9025,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6158226,True,319800,2023,3/2023,21000,531,76.6,204,8.5,Sortmetal,False
9053,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6054424,True,354980,2022,9/2022,9800,514,77.0,204,8.5,Hvid,False
9057,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6087959,True,369800,2023,3/2023,16000,496,76.6,299,6.2,Sortmetal,True
9068,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6091799,True,354800,2021,8/2021,22000,479,76.6,299,6.2,Hvidmetal,True
9084,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6036483,True,214900,2021,8/2021,20000,340,52.0,148,10.9,Grå,False
9124,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6135433,True,369900,2023,4/2023,15000,496,76.6,299,6.2,Sølvmetal,True
9135,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6101164,True,399900,2023,6/2023,21000,496,76.6,299,6.2,Hvidmetal,True
9154,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6138625,True,334900,2021,4/2021,12000,517,76.6,204,8.5,Gulmetal,False
9217,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-performance-5d/5877980,False,207000,2021,6/2021,46000,343,52.0,170,9.0,Guldmetal,False
9226,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6156856,False,298000,2023,2/2023,17000,531,76.6,204,8.5,Sort,False
9267,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6158360,False,339900,2021,6/2021,29000,479,76.6,299,6.2,Hvid,True
9297,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6096971,False,309000,2022,11/2022,25000,514,76.6,204,8.5,Sortmetal,False
9317,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6036654,False,334900,2022,9/2022,43000,476,77.0,299,6.2,Sort,True
9352,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-business-5d/6076248,False,209209,2021,5/2021,163000,516,77.0,204,8.5,Hvid,False
9411,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6151693,False,319900,2023,12/2022,43000,531,77.0,174,10.4,Hvid,False
9415,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-pro-5d/6034008,False,264900,2021,3/2021,24000,499,77.0,204,8.5,Hvid,False
9436,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6151532,False,370000,2022,6/2022,33000,476,76.6,299,6.2,Koksmetal,True
9440,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/5944394,False,339000,2022,11/2022,15000,514,77.0,204,8.5,Sort,False
9467,https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6153307,False,350000,2023,2/2023,8000,496,76.6,299,6.2,Hvid,True
9497,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6135843,False,295000,2022,12/2022,25000,514,76.6,204,8.5,Sølvmetal,False
9534,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6129629,False,299500,2021,4/2021,42000,490,76.6,204,8.5,Gråmetal,False
9566,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6144536,False,295000,2023,12/2022,26000,531,76.6,204,8.5,Blå,False
