Link,Brand,Model,Variant,Price,Modelår,1. registrering,Kilometertal,Drivmiddel,Rækkevidde,Batterikapacitet,Energiforbrug,Hjemmeopladning AC,Hurtig opladning DC,Opladningstid DC 10-80%,Periodisk afgift,Ydelse,Acceleration,Tophastighed,Trækvægt,Farve,Nypris,Kategori,Type,Bagagerumsstørrelse,Vægt,Bredde,Længde,Højde,Lasteevne,Max. trækvægt m/bremse,Trækhjul,ABS-bremser,ESP,Airbags,Døre,Produceret,Error
https://www.bilbasen.dk/brugt/bil/kia/ev9/long-range-performance-gt-line-awd-5d/6051866,Kia,EV9,Long range performance gt line,729.000 kr.,2024.0,12/2023,500 km,El,(WLTP) 505 km,"99,8 kWh",228 Wh/km,-,-,-,780 kr. / år,384 hk/700 nm,"5,3 sek.",200 km/t,2.500 kg,Sølvmetal,745.520 kr.,Personbil,SUV,828 liter,2.560 kg,198 cm,502 cm,178 cm,680 kg,2.500 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/fiat/500e/icon-cabrio-2d/6140809,Fiat,500E,Icon,169.800 kr.,2021.0,3/2021,10.000 km,El,(WLTP) 300 km,"37,3 kWh",148 Wh/km,-,-,-,780 kr. / år,118 hk/220 nm,"9,0 sek.",150 km/t,-,Koksmetal,257.810 kr.,Personbil,Mikro,185 liter,1.430 kg,168 cm,363 cm,153 cm,296 kg,-,Forhjulstræk,Ja,Ja,6,2.0,,
https://www.bilbasen.dk/brugt/bil/renault/twingo/electric-zen-5d/6066248,Renault,TWINGO,Electric,99.700 kr.,2021.0,8/2021,28.000 km,El,(WLTP) 190 km,"22,0 kWh",160 Wh/km,"11,0 kW",-,-,780 kr. / år,82 hk/160 nm,"12,9 sek.",135 km/t,-,Sortmetal,159.000 kr.,Personbil,Mikro,219 liter,1.168 kg,165 cm,362 cm,154 cm,350 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/45-attitude-quattro-5d/6113427,Audi,Q4-E-TRON,45 attitude,519.900 kr.,2024.0,11/2023,8.000 km,El,(WLTP) 501 km,"76,6 kWh",175 Wh/km,-,-,-,780 kr. / år,265 hk/425 nm,"6,9 sek.",180 km/t,1.200 kg,Sort,514.164 kr.,Personbil,CUV,520 liter,2.210 kg,187 cm,459 cm,162 cm,510 kg,1.200 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/c40/p8-recharge-plus-5d/6018635,Volvo,C40,P8 recharge,375.000 kr.,2023.0,2/2023,11.000 km,El,(WLTP) 435 km,"78,0 kWh",200 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,7 sek.",180 km/t,1.800 kg,Hvidmetal,467.900 kr.,Personbil,CUV,419 liter,2.102 kg,187 cm,444 cm,160 cm,518 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6083541,Vw,ID4,Gtx,359.800 kr.,2021.0,12/2021,34.000 km,El,(WLTP) 479 km,"77,0 kWh",183 Wh/km,-,-,-,780 kr. / år,299 hk/460 nm,"6,2 sek.",160 km/t,1.200 kg,Sølvmetal,405.815 kr.,Personbil,CUV,543 liter,2.224 kg,185 cm,458 cm,164 cm,526 kg,1.200 kg,Firehjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-inspire-5d/6052421,Kia,NIRO,64 ev,319.900 kr.,2024.0,-/-,(ny bil),El,(WLTP) 460 km,"64,8 kWh",162 Wh/km,-,-,-,-,204 hk/255 nm,"7,8 sek.",167 km/t,750 kg,Mørkgrå,360.620 kr.,Personbil,CUV,475 liter,1.682 kg,183 cm,442 cm,157 cm,518 kg,750 kg,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/ex30/extended-range-ultra-5d/6052982,Volvo,EX30,Extended range,372.900 kr.,2024.0,1/2024,5.000 km,El,(WLTP) 480 km,"69,0 kWh",157 Wh/km,-,-,-,780 kr. / år,272 hk/343 nm,"5,3 sek.",180 km/t,1.400 kg,Gråmetal,356.720 kr.,Personbil,CUV,318 liter,1.730 kg,184 cm,423 cm,155 cm,475 kg,1.400 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6148116,Vw,ID4,Pro,319.900 kr.,2023.0,12/2022,15.000 km,El,(WLTP) 531 km,"76,6 kWh",165 Wh/km,-,-,-,780 kr. / år,204 hk/-,"8,5 sek.",160 km/t,1.000 kg,Sølvmetal,400.715 kr.,Personbil,CUV,543 liter,2.085 kg,185 cm,459 cm,163 cm,575 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/5908411,Vw,ID4,Gtx,469.900 kr.,2023.0,11/2023,10.000 km,El,(WLTP) 496 km,"77,0 kWh",177 Wh/km,-,-,-,780 kr. / år,299 hk/460 nm,"6,2 sek.",160 km/t,1.200 kg,Blåmetal,445.715 kr.,Personbil,CUV,543 liter,2.224 kg,185 cm,458 cm,164 cm,526 kg,1.200 kg,Firehjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/45-progress-sportback-5d/6148243,Audi,Q4-E-TRON,45 progress,434.900 kr.,2024.0,2/2024,8.000 km,El,(WLTP) 546 km,"76,6 kWh",162 Wh/km,-,-,-,780 kr. / år,286 hk/-,"6,7 sek.",180 km/t,1.000 kg,Hvidmetal,435.611 kr.,Personbil,CUV,535 liter,2.145 kg,187 cm,459 cm,161 cm,480 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-n-connecta-5d/6126133,Nissan,LEAF,40 n,150.000 kr.,2021.0,12/2021,21.000 km,El,(WLTP) 270 km,"39,0 kWh",171 Wh/km,-,-,-,780 kr. / år,147 hk/320 nm,"7,9 sek.",144 km/t,-,Sortmetal,245.820 kr.,Personbil,Halvkombi,435 liter,1.655 kg,179 cm,449 cm,154 cm,340 kg,-,Forhjulstræk,Ja,Ja,6,5.0,12/2021,
https://www.bilbasen.dk/brugt/bil/bmw/i4/edrive35-m-sport-5d/6114674,Bmw,I4,Edrive35 m,462.350 kr.,2023.0,3/2023,18.000 km,El,(WLTP) 450 km,"66,0 kWh",170 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,0 sek.",190 km/t,750 kg,Sortmetal,-,Personbil,Halvkombi,470 liter,2.152 kg,185 cm,478 cm,145 cm,393 kg,750 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/porsche/taycan/performance-4d/6112614,Porsche,TAYCAN,Performance,649.000 kr.,2021.0,8/2021,35.000 km,El,(WLTP) 434 km,"71,0 kWh",203 Wh/km,-,-,-,780 kr. / år,380 hk/357 nm,"5,4 sek.",230 km/t,-,Gråmetal,820.720 kr.,Personbil,Sedan,491 liter,2.130 kg,197 cm,496 cm,137 cm,665 kg,-,Baghjulstræk,Ja,Ja,6,4.0,,
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/6142882,Vw,ID5,Pro,329.900 kr.,2023.0,3/2023,14.000 km,El,(WLTP) 531 km,"76,6 kWh",165 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,4 sek.",160 km/t,1.000 kg,Grå,415.714 kr.,Personbil,CUV,549 liter,2.117 kg,185 cm,460 cm,162 cm,533 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/40-attitude-s-line-5d/6155954,Audi,Q4-E-TRON,40 attitude s,459.900 kr.,2024.0,10/2023,7.100 km,El,(WLTP) 504 km,"76,6 kWh",175 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,5 sek.",160 km/t,1.000 kg,Sortmetal,-,Personbil,CUV,520 liter,2.125 kg,187 cm,459 cm,163 cm,515 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6055764,Mercedes,EQE350,Amg,549.900 kr.,2023.0,11/2022,12.000 km,El,(WLTP) 632 km,"90,6 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Sort,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4.0,,
https://www.bilbasen.dk/brugt/bil/cupra/born/77-e-boost-dinamica-pack-high-5d/6097851,Cupra,BORN,77 e boost dinamica pack,294.500 kr.,2022.0,6/2022,3.900 km,El,(WLTP) 544 km,"82,0 kWh",159 Wh/km,-,-,-,780 kr. / år,231 hk/310 nm,"7,0 sek.",160 km/t,-,Grå,-,Personbil,Halvkombi,385 liter,1.946 kg,181 cm,432 cm,154 cm,354 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/niro/64-ev-inspire-5d/6083724,Kia,NIRO,64 ev,332.900 kr.,2024.0,-/-,(ny bil),El,(WLTP) 460 km,"64,8 kWh",162 Wh/km,-,-,-,-,204 hk/255 nm,"7,8 sek.",167 km/t,750 kg,Mørkgrå,360.620 kr.,Personbil,CUV,475 liter,1.682 kg,183 cm,442 cm,157 cm,518 kg,750 kg,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/xc40/p8-recharge-ultimate-5d/6135554,Volvo,XC40,P8 recharge,409.800 kr.,2022.0,12/2022,13.500 km,El,(WLTP) 418 km,"78,0 kWh",238 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,9 sek.",180 km/t,1.800 kg,Sortmetal,460.900 kr.,Personbil,SUV,413 liter,2.088 kg,190 cm,443 cm,165 cm,562 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/toyota/bz4x/active-5d/6051270,Toyota,BZ4X,Active,339.900 kr.,2023.0,1/2024,2.000 km,El,(WLTP) 504 km,"71,0 kWh",147 Wh/km,-,-,-,780 kr. / år,204 hk/265 nm,"7,5 sek.",160 km/t,750 kg,Sølvmetal,395.710 kr.,Personbil,CUV,452 liter,1.920 kg,185 cm,469 cm,165 cm,275 kg,750 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/long-range-awd-4d/6121279,Tesla,MODEL-3,Long range,294.900 kr.,2023.0,12/2022,14.805 km,El,(WLTP) 602 km,"82,0 kWh",147 Wh/km,-,-,-,780 kr. / år,498 hk/-,"4,4 sek.",233 km/t,1.000 kg,Perlemorshvid,385.710 kr.,Personbil,Sedan,542 liter,1.847 kg,185 cm,469 cm,144 cm,333 kg,1.000 kg,Firehjulstræk,Ja,Ja,6,4.0,,
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6144017,Cupra,BORN,58,229.900 kr.,2022.0,12/2022,23.000 km,El,(WLTP) 421 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Blåmetal,285.810 kr.,Personbil,Halvkombi,385 liter,1.736 kg,178 cm,432 cm,154 cm,534 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/bmw/ix/xdrive40-sport-5d/5938041,Bmw,IX,Xdrive40,529.000 kr.,2023.0,2/2023,19.000 km,El,(WLTP) 412 km,"123,6 kWh",202 Wh/km,-,-,-,780 kr. / år,326 hk/630 nm,"6,1 sek.",200 km/t,2.500 kg,Sortmetal,-,Personbil,SUV,500 liter,2.440 kg,197 cm,495 cm,170 cm,570 kg,2.500 kg,Firehjulstræk,Ja,Ja,6,5.0,9/2021,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/standard-range-rwd-4d/6136233,Tesla,MODEL-3,Standard range,217.800 kr.,2021.0,3/2021,108.000 km,El,(WLTP) 448 km,"54,0 kWh",142 Wh/km,-,-,-,780 kr. / år,325 hk/-,"5,6 sek.",225 km/t,1.000 kg,Hvidmetal,395.810 kr.,Personbil,Sedan,542 liter,1.835 kg,185 cm,469 cm,144 cm,314 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,4.0,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6112477,Polestar,2,Long,413.900 kr.,2024.0,9/2023,10.000 km,El,(WLTP) 635 km,"82,0 kWh",129 Wh/km,-,-,-,780 kr. / år,299 hk/490 nm,"6,2 sek.",205 km/t,1.500 kg,Gråmetal,410.620 kr.,Personbil,Halvkombi,405 liter,1.910 kg,186 cm,461 cm,148 cm,580 kg,1.500 kg,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/xc40/p8-recharge-ultimate-5d/5755974,Volvo,XC40,P8 recharge,379.900 kr.,2023.0,7/2022,15.000 km,El,(WLTP) 418 km,"78,0 kWh",238 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,9 sek.",180 km/t,1.800 kg,Sortmetal,472.900 kr.,Personbil,SUV,413 liter,2.088 kg,190 cm,443 cm,165 cm,562 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/standard-range-awd-5d/6033556,Ford,MUSTANG-MACH-E,Standard range,374.900 kr.,2023.0,6/2023,5.000 km,El,(WLTP) 400 km,"70,0 kWh",195 Wh/km,-,-,-,780 kr. / år,269 hk/565 nm,"6,3 sek.",180 km/t,750 kg,Blåmetal,500.830 kr.,Personbil,CUV,483 liter,2.138 kg,188 cm,471 cm,160 cm,502 kg,750 kg,Firehjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6110630,Cupra,BORN,58,234.900 kr.,2023.0,7/2023,8.000 km,El,(WLTP) 421 km,"62,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Grå,315.710 kr.,Personbil,Halvkombi,385 liter,1.736 kg,178 cm,432 cm,154 cm,534 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/cupra/born/58-e-boost-5d/6101147,Cupra,BORN,58 e,264.800 kr.,2023.0,2/2024,-,El,(WLTP) 416 km,"58,0 kWh",158 Wh/km,-,-,-,780 kr. / år,231 hk/310 nm,"6,6 sek.",160 km/t,-,Sølvmetal,335.710 kr.,Personbil,Halvkombi,385 liter,1.824 kg,181 cm,432 cm,154 cm,436 kg,-,Baghjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-5d/5937364,Kia,EV6,77 long,389.000 kr.,2023.0,6/2023,4.217 km,El,(WLTP) 528 km,"77,4 kWh",165 Wh/km,-,-,-,780 kr. / år,229 hk/350 nm,"7,5 sek.",185 km/t,1.600 kg,Hvid,395.620 kr.,Personbil,Halvkombi,510 liter,1.930 kg,188 cm,468 cm,155 cm,500 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6069728,Vw,ID4,Pro performance 1st,329.900 kr.,2021.0,12/2020,24.000 km,El,(WLTP) 490 km,"77,0 kWh",184 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,5 sek.",160 km/t,1.000 kg,Hvidmetal,-,Personbil,CUV,543 liter,2.085 kg,185 cm,459 cm,163 cm,575 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id4/gtx-4motion-5d/6091799,Vw,ID4,Gtx,354.800 kr.,2021.0,8/2021,22.000 km,El,(WLTP) 479 km,"76,6 kWh",183 Wh/km,-,-,-,780 kr. / år,299 hk/460 nm,"6,2 sek.",160 km/t,1.200 kg,Hvidmetal,405.815 kr.,Personbil,CUV,543 liter,2.224 kg,185 cm,458 cm,164 cm,526 kg,1.200 kg,Firehjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-twin-plus-5d/6124864,Volvo,XC40,Recharge twin,449.700 kr.,2024.0,11/2023,1.000 km,El,(WLTP) 501 km,"78,0 kWh",177 Wh/km,-,-,-,780 kr. / år,408 hk/670 nm,"4,9 sek.",180 km/t,1.800 kg,Blåmetal,462.900 kr.,Personbil,SUV,419 liter,-,190 cm,443 cm,165 cm,-,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-cabrio-2d/6007656,Fiat,500E,La prima,214.700 kr.,2022.0,4/2022,13.900 km,El,(WLTP) 298 km,"42,0 kWh",149 Wh/km,-,-,-,780 kr. / år,118 hk/220 nm,"9,0 sek.",150 km/t,-,Sortmetal,305.811 kr.,Personbil,Mikro,185 liter,1.430 kg,168 cm,363 cm,153 cm,296 kg,-,Forhjulstræk,Ja,Ja,6,2.0,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6101882,Polestar,2,Long,313.800 kr.,2023.0,12/2022,2.000 km,El,(WLTP) 542 km,"78,0 kWh",170 Wh/km,-,-,-,780 kr. / år,231 hk/330 nm,"7,4 sek.",160 km/t,1.500 kg,Koksmetal,390.920 kr.,Personbil,Halvkombi,405 liter,2.069 kg,180 cm,461 cm,148 cm,421 kg,1.500 kg,Forhjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6126820,Mercedes,EQC400,Amg line,469.900 kr.,2020.0,10/2020,45.000 km,El,(WLTP) 410 km,"80,0 kWh",228 Wh/km,-,-,-,880 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Blåmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/50-s-line-quattro-5d/6150013,Audi,Q4-E-TRON,50 s line,449.900 kr.,2022.0,12/2021,31.000 km,El,(WLTP) 481 km,"76,6 kWh",183 Wh/km,-,-,-,780 kr. / år,299 hk/460 nm,"6,2 sek.",180 km/t,1.200 kg,Gråmetal,-,Personbil,CUV,520 liter,2.324 kg,187 cm,459 cm,163 cm,396 kg,1.200 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/6093411,Polestar,2,Long range,439.900 kr.,2024.0,12/2023,4.000 km,El,(WLTP) 592 km,"82,0 kWh",139 Wh/km,-,-,-,780 kr. / år,421 hk/740 nm,"4,5 sek.",205 km/t,1.500 kg,Mørkgrå,435.620 kr.,Personbil,Halvkombi,405 liter,2.010 kg,186 cm,461 cm,148 cm,590 kg,1.500 kg,Firehjulstræk,Ja,Ja,-,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-upgrade-5d/6055434,Kia,EV6,77 long range,399.900 kr.,2023.0,12/2022,12 km,El,(WLTP) 528 km,"77,4 kWh",165 Wh/km,-,-,-,780 kr. / år,229 hk/350 nm,"7,5 sek.",185 km/t,1.600 kg,Metal,425.620 kr.,Personbil,Halvkombi,510 liter,1.930 kg,188 cm,468 cm,155 cm,500 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-75-years-edition-5d/6124084,Vw,ID3,Pro 75 years,309.900 kr.,2023.0,6/2023,9.000 km,El,(WLTP) 426 km,"58,0 kWh",153 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Lysblåmetal,315.716 kr.,Personbil,Halvkombi,385 liter,1.713 kg,181 cm,426 cm,157 cm,557 kg,-,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-by-bocelli-cabrio-2d/6006976,Fiat,500E,La prima by bocelli,219.700 kr.,2022.0,12/2022,6.599 km,El,(WLTP) 299 km,"37,3 kWh",149 Wh/km,-,-,-,780 kr. / år,118 hk/220 nm,"9,0 sek.",150 km/t,-,Grønmetal,-,Personbil,Mikro,185 liter,1.430 kg,168 cm,363 cm,153 cm,296 kg,-,Forhjulstræk,Ja,Ja,6,2.0,,
https://www.bilbasen.dk/brugt/bil/audi/e-tron/50-s-line-quattro-5d/6132010,Audi,E-TRON,50 s line,449.900 kr.,2021.0,1/2021,25.000 km,El,(WLTP) 338 km,"64,7 kWh",219 Wh/km,-,-,-,780 kr. / år,313 hk/540 nm,"7,0 sek.",190 km/t,1.800 kg,Sortmetal,-,Personbil,SUV,660 liter,2.370 kg,194 cm,490 cm,162 cm,660 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/xc40/recharge-extended-range-plus-5d/6137544,Volvo,XC40,Recharge extended range,414.900 kr.,2024.0,2/2024,1.500 km,El,(WLTP) 571 km,"82,0 kWh",168 Wh/km,-,-,-,780 kr. / år,252 hk/420 nm,"7,3 sek.",180 km/t,1.500 kg,Beigemetal,413.511 kr.,Personbil,SUV,452 liter,1.975 kg,190 cm,443 cm,165 cm,545 kg,1.500 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/opel/corsa-e/50-edition-5d/6139884,Opel,CORSA-E,50,164.900 kr.,2021.0,2/2021,7.500 km,El,(WLTP) 334 km,"45,0 kWh",166 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"8,1 sek.",150 km/t,-,Hvid,244.990 kr.,Personbil,Halvkombi,267 liter,1.455 kg,177 cm,406 cm,144 cm,506 kg,-,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/85-iv-sportline-5d/6136874,Skoda,ENYAQ,85 iv,499.900 kr.,2024.0,4/2024,650 km,El,(WLTP) 525 km,"76,6 kWh",164 Wh/km,-,-,-,780 kr. / år,286 hk/545 nm,"6,7 sek.",180 km/t,1.000 kg,Sølvmetal,395.615 kr.,Personbil,CUV,585 liter,2.201 kg,188 cm,465 cm,162 cm,399 kg,1.000 kg,Baghjulstræk,Ja,Ja,9,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-gt-line-5d/6139815,Kia,EV6,77 long range gt,399.900 kr.,2024.0,4/2024,10 km,El,(WLTP) 510 km,"77,4 kWh",165 Wh/km,-,-,-,780 kr. / år,229 hk/350 nm,"7,5 sek.",185 km/t,1.600 kg,Blå,425.620 kr.,Personbil,Halvkombi,510 liter,1.930 kg,188 cm,468 cm,155 cm,500 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/c40/p8-recharge-ultimate-5d/6093128,Volvo,C40,P8 recharge,375.000 kr.,2022.0,2/2022,16.000 km,El,(WLTP) 439 km,"78,0 kWh",238 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,7 sek.",180 km/t,1.800 kg,Gråmetal,475.900 kr.,Personbil,CUV,419 liter,2.102 kg,187 cm,444 cm,160 cm,518 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/peugeot/e-208/50-gt-sky-5d/5911323,Peugeot,E-208,50 gt,189.700 kr.,2021.0,7/2021,21.000 km,El,(WLTP) 351 km,"45,0 kWh",159 Wh/km,-,-,-,780 kr. / år,136 hk/260 nm,"8,1 sek.",150 km/t,-,Rødmetal,265.811 kr.,Personbil,Halvkombi,265 liter,1.222 kg,177 cm,405 cm,143 cm,423 kg,-,Forhjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/volvo/ex30/twin-ultra-5d/6051740,Volvo,EX30,Twin,399.900 kr.,2024.0,1/2024,10.000 km,El,(WLTP) 460 km,"69,0 kWh",163 Wh/km,-,-,-,780 kr. / år,428 hk/543 nm,"3,6 sek.",180 km/t,1.600 kg,Blå,376.720 kr.,Personbil,CUV,318 liter,1.843 kg,184 cm,423 cm,155 cm,475 kg,1.600 kg,Firehjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/vw/id3/life-5d/6140271,Vw,ID3,Life,194.194 kr.,2021.0,12/2020,24.000 km,El,(WLTP) 423 km,"58,0 kWh",155 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Hvidmetal,320.915 kr.,Personbil,Halvkombi,385 liter,1.805 kg,181 cm,426 cm,157 cm,465 kg,-,Baghjulstræk,Ja,Ja,7,5.0,11/2020,
https://www.bilbasen.dk/brugt/bil/vw/id7/pro-5d/6138902,Vw,ID7,Pro,464.900 kr.,2024.0,11/2023,1.000 km,El,(WLTP) 615 km,"76,6 kWh",140 Wh/km,-,-,-,780 kr. / år,286 hk/545 nm,"6,5 sek.",180 km/t,1.000 kg,Hvidmetal,427.615 kr.,Personbil,Halvkombi,532 liter,2.172 kg,186 cm,496 cm,154 cm,458 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/3d/6138480,Mini,COOPER-SE,3d,199.800 kr.,2022.0,7/2022,19.000 km,El,(WLTP) 231 km,"28,9 kWh",154 Wh/km,-,-,-,780 kr. / år,184 hk/270 nm,"7,3 sek.",150 km/t,-,Mørkblåmetal,-,Personbil,Mikro,211 liter,1.340 kg,173 cm,385 cm,145 cm,435 kg,-,Forhjulstræk,Ja,Ja,6,3.0,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/amg-line-5d/6074471,Mercedes,EQA250,Amg,434.900 kr.,2023.0,6/2023,4.000 km,El,(WLTP) 424 km,"66,5 kWh",179 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"8,6 sek.",160 km/t,750 kg,Hvidmetal,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5.0,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-upgrade-5d/6124234,Kia,EV6,77 long range,399.800 kr.,2024.0,2/2024,50 km,El,(WLTP) 528 km,"72,5 kWh",165 Wh/km,-,-,-,780 kr. / år,229 hk/350 nm,"7,5 sek.",185 km/t,1.600 kg,Rødmetal,415.520 kr.,Personbil,Halvkombi,510 liter,1.930 kg,188 cm,468 cm,155 cm,500 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5.0,,
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6111982,Bmw,IX3,Charged plus m,529.990 kr.,2023.0,6/2023,9.000 km,El,(WLTP) 455 km,"74,0 kWh",188 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,8 sek.",180 km/t,750 kg,Blåmetal,624.344 kr.,Personbil,SUV,510 liter,2.260 kg,189 cm,473 cm,167 cm,465 kg,750 kg,Baghjulstræk,Ja,Ja,6,5.0,,
