Link,Brand,Model,Variant,Price,Modelår,1. registrering,Kilometertal,Drivmiddel,Rækkevidde,Batterikapacitet,Energiforbrug,Hjemmeopladning AC,Hurtig opladning DC,Opladningstid DC 10-80%,Periodisk afgift,Ydelse,Acceleration,Tophastighed,Trækvægt,Farve,Nypris,Kategori,Type,Bagagerumsstørrelse,Vægt,Bredde,Længde,Højde,Lasteevne,Max. trækvægt m/bremse,Trækhjul,ABS-bremser,ESP,Airbags,Døre,Produceret,Error
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/6134601,Polestar,2,Long range,329.800 kr.,2022.0,7/2022,25.000 km,El,(WLTP) 469 km,"78,0 kWh",193 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,7 sek.",210 km/t,1.500 kg,Hvidmetal,395.420 kr.,Personbil,Halvkombi,405 liter,2.100 kg,180 cm,461 cm,148 cm,400 kg,1.500 kg,Firehjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/iv-rs-coup-5d/6146721,Skoda,ENYAQ,Iv rs,389.500 kr.,2022.0,3/2022,47.000 km,El,(WLTP) 490 km,"76,6 kWh",168 Wh/km,-,-,-,780 kr. / år,299 hk/460 nm,"6,5 sek.",180 km/t,1.200 kg,Hvidmetal,480.817 kr.,Personbil,CUV,570 liter,2.180 kg,188 cm,465 cm,161 cm,560 kg,1.200 kg,Firehjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/45-ultra-5d/6106622,Audi,Q4-E-TRON,45,494.900 kr.,2024.0,1/2024,15.000 km,El,(WLTP) 531 km,"77,0 kWh",167 Wh/km,-,-,-,780 kr. / år,286 hk/545 nm,"6,7 sek.",180 km/t,1.000 kg,Hvidmetal,482.157 kr.,Personbil,CUV,520 liter,2.145 kg,187 cm,459 cm,162 cm,495 kg,1.000 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/progressive-5d/6137910,Mercedes,EQA250,Progressive,287.800 kr.,2021.0,9/2021,19.479 km,El,(WLTP) 424 km,"66,5 kWh",179 Wh/km,-,-,-,780 kr. / år,190 hk/375 nm,"8,9 sek.",160 km/t,750 kg,Sort,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/fiat/500e/la-prima-cabrio-2d/6108750,Fiat,500E,La prima,179.900 kr.,2022.0,2/2021,33.000 km,El,(WLTP) 298 km,"42,0 kWh",149 Wh/km,-,-,-,780 kr. / år,118 hk/220 nm,"9,0 sek.",150 km/t,-,Grønmetal,305.811 kr.,Personbil,Mikro,185 liter,1.430 kg,168 cm,363 cm,153 cm,296 kg,-,Forhjulstræk,Ja,Ja,6,2,,
https://www.bilbasen.dk/brugt/bil/mini/cooper-se/experience-3d/6073459,Mini,COOPER-SE,Experience,169.900 kr.,2020.0,11/2020,31.000 km,El,(NEDC) 270 km,"32,6 kWh",148 Wh/km,"11,0 kW",50 kW,35 min,780 kr. / år,184 hk/270 nm,"7,3 sek.",150 km/t,-,Grønmetal,280.420 kr.,Personbil,Mikro,211 liter,1.365 kg,175 cm,385 cm,145 cm,405 kg,-,Forhjulstræk,Ja,Ja,6,3,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-awd-5d/6056071,Polestar,2,Long range,340.000 kr.,2022.0,8/2022,15.500 km,El,(WLTP) 482 km,"78,0 kWh",193 Wh/km,-,-,-,780 kr. / år,408 hk/660 nm,"4,7 sek.",210 km/t,1.500 kg,Gråmetal,395.420 kr.,Personbil,Halvkombi,405 liter,2.100 kg,180 cm,461 cm,148 cm,400 kg,1.500 kg,Firehjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqa250/electric-art-5d/6138832,Mercedes,EQA250,Electric,339.900 kr.,2023.0,12/2022,11.000 km,El,(WLTP) 492 km,"66,5 kWh",156 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"8,6 sek.",160 km/t,750 kg,Sortmetal,-,Personbil,CUV,340 liter,2.040 kg,183 cm,446 cm,162 cm,430 kg,750 kg,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6122843,Vw,ID4,Pro,319.900 kr.,2023.0,12/2022,8.400 km,El,(WLTP) 531 km,"76,6 kWh",165 Wh/km,-,-,-,780 kr. / år,204 hk/-,"8,5 sek.",160 km/t,1.000 kg,Gråmetal,400.715 kr.,Personbil,CUV,543 liter,2.085 kg,185 cm,459 cm,163 cm,575 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/hyundai/ioniq-5/77-essential-5d/6083533,Hyundai,IONIQ-5,77,344.900 kr.,2023.0,11/2023,3.000 km,El,(WLTP) 507 km,"77,4 kWh",168 Wh/km,-,-,-,780 kr. / år,229 hk/350 nm,"7,4 sek.",185 km/t,1.600 kg,Sortmetal,385.715 kr.,Personbil,Halvkombi,527 liter,1.885 kg,189 cm,464 cm,161 cm,545 kg,1.600 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6044187,Mercedes,EQC400,Amg line,569.900 kr.,2022.0,3/2023,21.000 km,El,(WLTP) 427 km,-,228 Wh/km,-,-,-,780 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Gråmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-m-sport-5d/6137581,Bmw,IX3,Charged plus m,514.900 kr.,2023.0,6/2023,5.500 km,El,(WLTP) 455 km,"74,0 kWh",188 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,8 sek.",180 km/t,750 kg,Hvidmetal,624.344 kr.,Personbil,SUV,510 liter,2.260 kg,189 cm,473 cm,167 cm,465 kg,750 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/cupra/born/58-high-5d/6113367,Cupra,BORN,58,232.900 kr.,2023.0,6/2023,17.700 km,El,(WLTP) 421 km,"62,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,3 sek.",160 km/t,-,Beige,315.710 kr.,Personbil,Halvkombi,385 liter,1.736 kg,178 cm,432 cm,154 cm,534 kg,-,Baghjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/60-iv-sportline-5d/5623850,Skoda,ENYAQ,60 iv,309.600 kr.,2022.0,11/2021,15.950 km,El,(WLTP) 400 km,"58,3 kWh",162 Wh/km,-,-,-,780 kr. / år,179 hk/310 nm,"8,9 sek.",160 km/t,1.000 kg,Lysgrønmetal,392.815 kr.,Personbil,CUV,585 liter,1.923 kg,188 cm,465 cm,162 cm,586 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6054035,Mercedes,EQE350,Amg,554.900 kr.,2023.0,4/2023,12.000 km,El,(WLTP) 632 km,"90,6 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Sortmetal,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4,,
https://www.bilbasen.dk/brugt/bil/ford/mustang-mach-e/extended-range-awd-5d/5569026,Ford,MUSTANG-MACH-E,Extended range,339.000 kr.,2021.0,8/2021,16.300 km,El,(WLTP) 540 km,"98,0 kWh",187 Wh/km,-,-,-,780 kr. / år,351 hk/565 nm,"5,8 sek.",180 km/t,750 kg,Gråmetal,475.718 kr.,Personbil,CUV,483 liter,2.257 kg,188 cm,471 cm,160 cm,433 kg,750 kg,Firehjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/60-iv-coup-5d/5833632,Skoda,ENYAQ,60 iv,379.900 kr.,2023.0,-/-,(ny bil),El,(WLTP) 402 km,"58,3 kWh",157 Wh/km,-,-,-,-,179 hk/310 nm,"8,8 sek.",160 km/t,1.000 kg,Sølvmetal,385.715 kr.,Personbil,CUV,585 liter,2.054 kg,188 cm,465 cm,162 cm,456 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6061936,Mercedes,EQE350,Amg,549.900 kr.,2023.0,5/2023,21.000 km,El,(WLTP) 632 km,"90,6 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Gråmetal,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4,,
https://www.bilbasen.dk/brugt/bil/bmw/ix/xdrive40-fully-charged-5d/6146918,Bmw,IX,Xdrive40 fully,579.800 kr.,2024.0,9/2023,4.000 km,El,(WLTP) 412 km,"71,0 kWh",201 Wh/km,-,-,-,780 kr. / år,326 hk/630 nm,"6,1 sek.",200 km/t,2.500 kg,Grå,745.720 kr.,Personbil,SUV,500 liter,2.440 kg,197 cm,495 cm,170 cm,570 kg,2.500 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/idbuzz/style-75-years-edition-5d/5992581,Vw,IDBUZZ,Style 75 years,534.900 kr.,2023.0,8/2023,6.000 km,El,(WLTP) 409 km,"77,0 kWh",213 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"10,2 sek.",160 km/t,1.000 kg,Blåmetal,575.714 kr.,Personbil,MPV,1.121 liter,2.474 kg,199 cm,471 cm,193 cm,526 kg,1.000 kg,Baghjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-plus-high-ii-5d/6108075,Skoda,ENYAQ,80 iv plus high,309.000 kr.,2021.0,6/2021,96.000 km,El,(WLTP) 502 km,"76,6 kWh",180 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Hvid,-,Personbil,CUV,585 liter,2.248 kg,188 cm,465 cm,162 cm,410 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6067322,Mercedes,EQE350,Amg,624.900 kr.,2023.0,6/2023,17.000 km,El,(WLTP) 623 km,"90,6 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Koksmetal,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4,12/2022,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-sportline-5d/6138330,Skoda,ENYAQ,80 iv,389.900 kr.,2023.0,3/2023,22.000 km,El,(WLTP) 531 km,"76,6 kWh",162 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Grønmetal,474.449 kr.,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-premium-coup-5d/6138010,Skoda,ENYAQ,80 iv premium,429.900 kr.,2023.0,4/2024,1.500 km,El,(WLTP) 550 km,"77,0 kWh",157 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Hvidmetal,445.715 kr.,Personbil,CUV,585 liter,2.019 kg,188 cm,465 cm,162 cm,581 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-advance-5d/6087313,Kia,E-NIRO,64,249.800 kr.,2022.0,12/2021,24.000 km,El,(WLTP) 455 km,"64,0 kWh",159 Wh/km,-,-,-,780 kr. / år,204 hk/395 nm,"7,8 sek.",159 km/t,300 kg,Mørkblåmetal,335.720 kr.,Personbil,CUV,451 liter,1.737 kg,181 cm,438 cm,157 cm,493 kg,300 kg,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/bmw/i4/edrive35-fully-charged-m-sport-5d/6125066,Bmw,I4,Edrive35 fully charged m,509.800 kr.,2024.0,11/2023,5.300 km,El,(WLTP) 450 km,"66,0 kWh",170 Wh/km,-,-,-,780 kr. / år,286 hk/400 nm,"6,0 sek.",190 km/t,1.600 kg,Grønmetal,-,Personbil,Halvkombi,470 liter,2.152 kg,185 cm,478 cm,145 cm,393 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqb250/amg-line-5d/6082041,Mercedes,EQB250,Amg,384.900 kr.,2023.0,5/2023,13.000 km,El,(WLTP) 469 km,"66,5 kWh",164 Wh/km,-,-,-,780 kr. / år,190 hk/385 nm,"9,2 sek.",160 km/t,-,Sort,-,Personbil,SUV,495 liter,2.110 kg,183 cm,468 cm,167 cm,410 kg,-,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mazda/mx-30/e-skyactive-exclusive-line-5d/6054867,Mazda,MX-30,E skyactive exclusive,179.800 kr.,2022.0,9/2022,8.000 km,El,(WLTP) 200 km,"35,5 kWh",179 Wh/km,-,-,-,780 kr. / år,145 hk/271 nm,"9,7 sek.",140 km/t,-,Koksmetal,256.320 kr.,Personbil,CUV,366 liter,1.620 kg,180 cm,440 cm,157 cm,488 kg,-,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/renault/zoe/52-intens-5d/6100584,Renault,ZOE,52,159.900 kr.,2021.0,10/2021,35.600 km,El,(WLTP) 383 km,"52,0 kWh",177 Wh/km,-,-,-,780 kr. / år,135 hk/245 nm,"9,5 sek.",140 km/t,-,Blåmetal,255.810 kr.,Personbil,Halvkombi,338 liter,1.502 kg,179 cm,409 cm,156 cm,486 kg,-,Forhjulstræk,Ja,Ja,4,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6128225,Mercedes,EQC400,Amg line,424.900 kr.,2021.0,8/2020,78.000 km,El,(WLTP) 410 km,"80,0 kWh",228 Wh/km,-,-,-,880 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Hvid,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6014683,Mercedes,EQE350,Amg,609.900 kr.,2023.0,12/2022,9.000 km,El,(WLTP) 632 km,"90,6 kWh",162 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Sortmetal,-,Personbil,Sedan,430 liter,2.285 kg,196 cm,495 cm,151 cm,595 kg,750 kg,Baghjulstræk,Ja,Ja,7,4,,
https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-active-5d/6062562,Vw,ID4,Pro performance,359.900 kr.,2023.0,5/2023,15.000 km,El,(WLTP) 531 km,"77,0 kWh",165 Wh/km,-,-,-,780 kr. / år,204 hk/-,"8,5 sek.",160 km/t,1.000 kg,Blåmetal,390.715 kr.,Personbil,CUV,543 liter,2.085 kg,185 cm,459 cm,163 cm,575 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/80-iv-loft-5d/6151207,Skoda,ENYAQ,80 iv,354.800 kr.,2023.0,7/2023,28.000 km,El,(WLTP) 536 km,"76,6 kWh",167 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,7 sek.",160 km/t,1.000 kg,Sortmetal,-,Personbil,CUV,585 liter,2.042 kg,188 cm,465 cm,162 cm,570 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/hyundai/kona/64-ev-style-5d/6117718,Hyundai,KONA,64 ev,199.900 kr.,2020.0,2/2021,34.000 km,El,(WLTP) 484 km,"64,0 kWh",154 Wh/km,"11,0 kW",77 kW,44 min,780 kr. / år,204 hk/395 nm,"7,6 sek.",167 km/t,300 kg,Sølvmetal,-,Personbil,CUV,332 liter,1.510 kg,180 cm,418 cm,157 cm,660 kg,300 kg,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/porsche/taycan-4/performance-cross-turismo-5d/6117771,Porsche,TAYCAN-4,Performance cross,1.049.000 kr.,2024.0,12/2023,2.900 km,El,(WLTP) 456 km,"93,4 kWh",224 Wh/km,-,-,-,780 kr. / år,380 hk/500 nm,"5,1 sek.",220 km/t,-,Blå,1.028.072 kr.,Personbil,Halvkombi,446 liter,2.245 kg,197 cm,497 cm,141 cm,640 kg,-,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/kia/e-niro/39-vision-5d/6092033,Kia,E-NIRO,39,169.900 kr.,2020.0,9/2020,20.300 km,El,(WLTP) 289 km,"39,2 kWh",153 Wh/km,-,-,-,780 kr. / år,136 hk/395 nm,"9,8 sek.",155 km/t,-,Mørkblå,275.919 kr.,Personbil,CUV,451 liter,1.592 kg,181 cm,438 cm,157 cm,488 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/audi/q8-e-tron/55-s-line-quattro-5d/6050388,Audi,Q8-E-TRON,55 s line,759.900 kr.,2024.0,10/2023,500 km,El,(WLTP) 535 km,"106,0 kWh",222 Wh/km,-,-,-,780 kr. / år,408 hk/664 nm,"5,9 sek.",200 km/t,1.800 kg,Koksmetal,785.611 kr.,Personbil,SUV,569 liter,2.485 kg,194 cm,492 cm,163 cm,685 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/e-golf-vii/unlimited-5d/6056948,Vw,E-GOLF-VII,Unlimited,159.900 kr.,2020.0,10/2020,25.000 km,El,(WLTP) 231 km,"32,0 kWh",154 Wh/km,-,-,-,780 kr. / år,136 hk/290 nm,"9,6 sek.",150 km/t,-,Sort,-,Personbil,Halvkombi,380 liter,1.515 kg,180 cm,427 cm,148 cm,505 kg,-,Forhjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/6153205,Vw,ID5,Pro,329.900 kr.,2023.0,5/2023,11.000 km,El,(WLTP) 534 km,"76,6 kWh",164 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,4 sek.",160 km/t,1.000 kg,Hvidmetal,415.714 kr.,Personbil,CUV,549 liter,2.117 kg,185 cm,460 cm,162 cm,533 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/kia/e-niro/64-advance-5d/6138977,Kia,E-NIRO,64,230.000 kr.,2020.0,4/2020,10.000 km,El,(WLTP) 455 km,"64,0 kWh",159 Wh/km,-,-,-,780 kr. / år,204 hk/395 nm,"7,8 sek.",159 km/t,-,Hvid,350.919 kr.,Personbil,CUV,451 liter,1.737 kg,181 cm,438 cm,157 cm,493 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-4matic-5d/6011058,Mercedes,EQC400,Amg,544.900 kr.,2023.0,11/2022,17.000 km,El,(WLTP) 429 km,"80,0 kWh",217 Wh/km,-,-,-,780 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Sort,832.256 kr.,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/audi/q4-e-tron/45-attitude-quattro-5d/6001363,Audi,Q4-E-TRON,45 attitude,499.900 kr.,2024.0,11/2023,8.000 km,El,(WLTP) 501 km,"77,0 kWh",175 Wh/km,-,-,-,780 kr. / år,265 hk/425 nm,"6,9 sek.",180 km/t,1.200 kg,Sortmetal,514.164 kr.,Personbil,CUV,520 liter,2.210 kg,187 cm,459 cm,162 cm,510 kg,1.200 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/skoda/enyaq/60-iv-lounge-5d/6103724,Skoda,ENYAQ,60 iv,274.900 kr.,2021.0,8/2021,27.000 km,El,(WLTP) 412 km,"58,3 kWh",156 Wh/km,-,-,-,780 kr. / år,179 hk/310 nm,"8,9 sek.",160 km/t,1.000 kg,Blåmetal,-,Personbil,CUV,585 liter,1.923 kg,188 cm,465 cm,162 cm,586 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/nissan/leaf/40-tekna-5d/6080380,Nissan,LEAF,40,119.500 kr.,2018.0,2/2018,116.000 km,El,(NEDC) 378 km,"39,0 kWh",146 Wh/km,-,-,-,920 kr. / år,150 hk/320 nm,"8,6 sek.",144 km/t,-,Perlemorshvid,299.901 kr.,Personbil,Halvkombi,405 liter,1.655 kg,179 cm,449 cm,154 cm,340 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/hyundai/kona/39-ev-advanced-5d/6016306,Hyundai,KONA,39 ev,149.900 kr.,2021.0,9/2021,27.000 km,El,(WLTP) 305 km,"39,0 kWh",143 Wh/km,-,-,-,780 kr. / år,136 hk/395 nm,"9,9 sek.",155 km/t,-,Blå,265.815 kr.,Personbil,CUV,332 liter,1.510 kg,180 cm,421 cm,157 cm,510 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-long-range-upgrade-5d/6093888,Kia,EV6,77 long range,399.900 kr.,2024.0,-/-,(ny bil),El,(WLTP) 528 km,"72,5 kWh",165 Wh/km,-,-,-,-,229 hk/350 nm,"7,5 sek.",185 km/t,1.600 kg,Sortmetal,415.520 kr.,Personbil,Halvkombi,510 liter,1.930 kg,188 cm,468 cm,155 cm,500 kg,1.600 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/polestar/2/long-range-5d/6080954,Polestar,2,Long,299.800 kr.,2022.0,3/2023,6.500 km,El,(WLTP) 540 km,"78,0 kWh",171 Wh/km,-,-,-,780 kr. / år,231 hk/330 nm,"7,4 sek.",160 km/t,1.500 kg,Gråmetal,371.420 kr.,Personbil,Halvkombi,405 liter,2.069 kg,180 cm,461 cm,148 cm,421 kg,1.500 kg,Forhjulstræk,Ja,Ja,-,5,,
https://www.bilbasen.dk/brugt/bil/vw/id5/pro-performance-5d/6142914,Vw,ID5,Pro,359.900 kr.,2023.0,12/2022,22.000 km,El,(WLTP) 534 km,"76,6 kWh",164 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"8,4 sek.",160 km/t,1.000 kg,Sortmetal,415.714 kr.,Personbil,CUV,549 liter,2.117 kg,185 cm,460 cm,162 cm,533 kg,1.000 kg,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/kia/ev6/77-gt-performance-awd-5d/5894272,Kia,EV6,77 gt performance,439.900 kr.,2022.0,12/2022,5.090 km,El,(WLTP) 400 km,"77,4 kWh",200 Wh/km,-,-,-,780 kr. / år,585 hk/740 nm,"3,5 sek.",260 km/t,1.800 kg,Rødmetal,545.718 kr.,Personbil,Halvkombi,510 liter,2.100 kg,189 cm,470 cm,155 cm,480 kg,1.800 kg,Firehjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqe350/amg-line-4d/6072267,Mercedes,EQE350,Amg,619.900 kr.,2022.0,12/2022,17.000 km,El,(WLTP) 668 km,"90,6 kWh",157 Wh/km,-,-,-,780 kr. / år,292 hk/565 nm,"6,4 sek.",210 km/t,750 kg,Sort,-,Personbil,Sedan,430 liter,2.355 kg,196 cm,495 cm,151 cm,525 kg,750 kg,Baghjulstræk,Ja,Ja,7,4,,
https://www.bilbasen.dk/brugt/bil/mercedes/eqc400/amg-line-4matic-5d/6086596,Mercedes,EQC400,Amg line,489.800 kr.,2021.0,3/2021,15.000 km,El,(WLTP) 410 km,"80,0 kWh",228 Wh/km,-,-,-,880 kr. / år,408 hk/760 nm,"5,1 sek.",180 km/t,1.800 kg,Sortmetal,-,Personbil,SUV,500 liter,2.395 kg,188 cm,476 cm,162 cm,545 kg,1.800 kg,Firehjulstræk,Nej,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/tesla/model-3/performance-awd-4d/6132766,Tesla,MODEL-3,Performance,309.500 kr.,2022.0,8/2022,49.000 km,El,(WLTP) 547 km,"82,0 kWh",165 Wh/km,-,-,-,780 kr. / år,513 hk/-,"3,3 sek.",261 km/t,-,Perlemorshvid,531.812 kr.,Personbil,Sedan,542 liter,1.847 kg,184 cm,469 cm,144 cm,385 kg,-,Firehjulstræk,Ja,Ja,6,4,,
https://www.bilbasen.dk/brugt/bil/vw/e-up/united-5d/6135655,Vw,E-UP,United,129.900 kr.,2021.0,4/2021,34.000 km,El,(WLTP) 260 km,"32,3 kWh",144 Wh/km,-,-,-,780 kr. / år,83 hk/210 nm,"11,9 sek.",130 km/t,-,Hvid,-,Personbil,Mikro,251 liter,1.135 kg,165 cm,360 cm,149 cm,395 kg,-,Forhjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/bmw/ix3/charged-plus-5d/6108773,Bmw,IX3,Charged,404.900 kr.,2021.0,6/2021,54.000 km,El,(WLTP) 455 km,"80,0 kWh",189 Wh/km,-,-,-,880 kr. / år,286 hk/400 nm,"6,8 sek.",180 km/t,750 kg,Blåmetal,594.818 kr.,Personbil,SUV,510 liter,2.260 kg,189 cm,473 cm,167 cm,465 kg,750 kg,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/vw/id3/pro-performance-5d/6019908,Vw,ID3,Pro,269.800 kr.,2023.0,9/2023,1.600 km,El,(WLTP) 420 km,"58,0 kWh",156 Wh/km,-,-,-,780 kr. / år,204 hk/310 nm,"7,9 sek.",160 km/t,-,Grå,335.715 kr.,Personbil,Halvkombi,385 liter,1.794 kg,181 cm,426 cm,157 cm,466 kg,-,Baghjulstræk,Ja,Ja,7,5,,
https://www.bilbasen.dk/brugt/bil/bmw/i3/charged-plus-5d/6138910,Bmw,I3,Charged,180.000 kr.,2020.0,10/2020,11.700 km,El,(NEDC) 285 km,"37,9 kWh",131 Wh/km,-,-,-,780 kr. / år,170 hk/250 nm,"7,3 sek.",150 km/t,-,-,295.420 kr.,Personbil,Halvkombi,260 liter,1.245 kg,178 cm,401 cm,160 cm,465 kg,-,Baghjulstræk,Ja,Ja,6,5,,
https://www.bilbasen.dk/brugt/bil/bmw/i3s/comfort-advanced-5d/6124724,Bmw,I3S,Comfort,194.700 kr.,2022.0,11/2021,17.600 km,El,(WLTP) 281 km,"37,9 kWh",164 Wh/km,-,-,-,780 kr. / år,184 hk/270 nm,"6,9 sek.",160 km/t,-,Hvid,-,Personbil,Halvkombi,260 liter,1.265 kg,179 cm,401 cm,159 cm,465 kg,-,Baghjulstræk,Ja,Ja,6,5,10/2021,
